UKBB_code,UKBB_description,ATC_code
1140909870,retinol product,D10A
1140888768,bicarbonate of soda,B05X
1140883518,cyclopentolate,S01F
1140882980,disodium etidronate+calcium carbonate,M05B
1140882622,betamethasone+salicylic acid,S01B
1140882392,aspirin+codeine,N02B
1140880308,ketoconazole 2% cream,D01A
1140876408,cetomacrogol formula a cream bp,D07A
1140876174,difflam 0.15% spray,G02C
1140874784,florinef 100mcg tablet,H02A
1140874498,lariam 250mg tablet,P01B
1140874438,mefloquine,P01B
1140873258,cephradine,J01D
1140870354,fersaday 322mg tablet,B03A
1140870208,sandostatin 50micrograms/1ml injection,H01C
1140869142,dalacin 2% cream,D10A
1140868848,calcitonin product,H05B
1140867904,dexedrine 5mg tablet,N06B
1140867572,piportil depot 50mg/1ml oily injection,N05A
1140866156,cyclopenthiazide,C03A
1140862684,tilade mint 2mg inhaler,R01A
1140861892,acipimox,C10A
1140853188,chloramphenicol 0.5%,D06A
1141201418,cinacalcet,H05B
1141192256,levitra 5mg tablet,G04B
1141189852,decapeptyl sr 3mg injection (pdr for recon)+diluent,L02A
1141188798,forsteo 250mcg/ml injection solution 3ml prefilled pen,H05A
1141184608,vivabec 50micrograms nasal spray,R01A
1141181616,phenobarbital product,N03A
1141181218,ethinylestradiol product,G03C
1141181154,pletal 100mg tablet,B01A
1141181112,feverfen 100mg/5ml s/f oral suspension,M01A
1141180976,dexamfetamine,N06B
1141180778,atenolol+chlortalidone,C07A
1141180722,colestyramine+aspartame 4g/sachet powder,C10A
1141180020,transtec 70micrograms/hour transdermal patch,N07B
1141178858,darbepoetin alfa,B03X
1141173926,sirolimus,S01X
1141171482,reminyl 4mg tablet,N06D
1141171054,oxycontin 80mg m/r tablet,N02A
1141167814,imiquimod,D06B
1141152356,cyclogest 200mg pessary,G03D
1141151848,emulsiderm emollient emulsion,A06A
1141151026,eurax hc cream,D07A
1140928276,humatrope(rbe) 18iu(6mg) inj cartridge(pdr for recon)+dil,H01A
1140927548,gtn - glyceryl trinitrate patch,C01D
1140926988,bettamousse 0.12% foam,S01B
1140926522,penciclovir,D06B
1140910876,fludarabine,L01B
1140910598,5asa - mesalazine,A07E
1140910520,sodium liothyronine,H03A
1140888906,steri-neb ipratropium 250micrograms/1ml nebulisation unit,R03A
1140883040,adcortyl 0.1% cream,R03B
1140882320,clozaril 25mg tablet,N05A
1140881706,accupro 5mg tablet,C09A
1140880202,dalacin t rollerball lotion,D10A
1140878506,selsun shampoo,D01A
1140878260,emulsiderm emollient lotion,A06A
1140878232,aquadrate 10% cream,D02A
1140877952,proflex cream,M01A
1140877874,voltarene lp 100mg m/r tablet,M01A
1140874372,zovirax 200mg tablet,D06B
1140873680,erythrocin 250mg tablet,D10A
1140873098,cefadroxil,J01D
1140872708,amoxil 250mg capsule,J01C
1140872044,paracetamol+metoclopramide 500mg/5mg tablet,N02B
1140871354,indocid 25mg capsule,M01A
1140870436,folinic acid product,V03A
1140869408,effercitrate soluble tablet,A12B
1140867820,allegron 10mg tablet,N06A
1140865780,sterculia+frangula 62%/8% granules,A06A
1140865774,celevac 500mg tablet,A06A
1140865726,picolax 10mg/sachet oral powder,A06A
1140864424,famciclovir,J05A
1140863308,alprazolam,N05B
1140861176,cardene 20mg capsule,C08C
1141185030,contac non drowsy 12 hour relief 120mg m/r capsule,R06A
1141182814,phorpain gel maximum strength 10% gel,M01A
1141181502,peginterferon alfa-2a,L03A
1141180016,transtec 52.5micrograms/hour transdermal patch,N07B
1141173766,calchan mr 10mg m/r tablet,C08C
1141173144,glucagen hypokit 1mg(1iu) injection,H04A
1141171404,zaleplon,N05C
1141169666,zelapar 1.25mg tablet,N04B
1141163126,condrotec tablet,M01A
1141162532,minims dexamethasone na phosphate 0.1% s-d eye drops,R01A
1141157398,miconazole product,D01A
1141153328,trandolapril+verapamil hydrochloride,C09A
1140928010,riluzole,N07X
1140917106,hypostop dextrose gel,V06D
1140910826,udca - ursodeoxycholic acid,A05A
1140905608,zovirax cold sore 5% cream,D06B
1140905602,desmotabs 200micrograms tablet,H01B
1140884402,pentazocine,N02A
1140883540,oxymetazoline,R01A
1140882896,hydrocortisone+lignocaine,D07A
1140882150,propaderm ointment,R01A
1140879680,dexamphetamine,N06B
1140877958,heparinoid+salicylic acid 0.2%/2% cream,C05B
1140875710,isopto atropine 1% eye drops,A03B
1140875690,hay-crom aqueous eye drops,R03A
1140875476,zyloric 100mg tablet,M04A
1140874956,hydrocortone 10mg tablet,S01B
1140873326,keflex 500mg capsule,J01D
1140873138,cefuroxime,J01D
1140871728,mst continus 5mg m/r tablet,N02A
1140870860,calcidrink 2.52g/sachet granules,A12A
1140870604,eprex 4000iu/1ml injection,B03X
1140870516,cytacon 50micrograms tablet,B03B
1140870438,calcium leucovorin 15mg tablet,V03A
1140869410,potassium bicarbonate+citric acid 1.39g/1.14g soluble tablet,A12B
1140869396,cystrin 3mg tablet,G04B
1140868908,glucobay 50mg tablet,A10B
1140868446,ethinyloestradiol,G03C
1140866248,lasix 20mg tablet,C03C
1140863350,librium 5mg tablet,N05B
1140863310,xanax 250mcg tablet,N05B
1140862066,volmax 4mg m/r tablet,R03A
1140860222,trasicor 20mg tablet,C07A
1140860220,slow-trasicor 160mg m/r tablet,C07A
1140854002,otrivine-antistin nose drops,R06A
1141200090,eflornithine,P01C
1141192876,evra transdermal patch,G03A
1141184388,periostat 20mg tablet,J01A
1141179744,clarityn allergy 2% eye drops,R06A
1141173786,starlix 60mg tablet,A10B
1141172120,periostat 20mg capsule,J01A
1141171566,carbagen sr 200mg m/r tablet,N03A
1141171116,dromadol sr 100mg m/r tablet,N02A
1141165942,calcette 500mg chewable tablet,A12A
1141165528,sustiva 100mg capsule,J05A
1141163654,povidone,D08A
1141157400,nystatin product,G01A
1141153316,tarka 2mg/180mg m/r capsule,C08D
1141153192,zanaflex 2mg tablet,M03B
1141152074,corlan pellet,D07A
1141150926,verapress mr 240 m/r tablet,C08D
1141150690,hydromorphone hydrochloride,N02A
1141145924,indinavir,J05A
1140927088,tramake 50mg capsule,N02A
1140917138,ritalin 10mg tablet,N06B
1140911086,ibuspray topical spray,M01A
1140910596,6mp - mercaptopurine,L01B
1140910358,cpz - chlorpromazine,N05A
1140909906,estropipate,G03C
1140909748,methenamine hippurate,J01X
1140888772,acetaminophen,N02B
1140888760,isdn - isosorbide dinitrate,C01D
1140888638,interferon alfa-2a,L03A
1140888346,alpha tocopheryl product,A11H
1140884636,diflucortolone,D07A
1140884008,oral erythromycin,D10A
1140882918,hydrocortisone+fusidic acid,D07A
1140882780,betamethasone+clotrimazole,S01B
1140882766,betamethasone+neomycin sulphate,S01B
1140882366,klaricid 250mg tablet,J01F
1140881450,ultraproct ointment,D07A
1140880272,coal tar 4.3% shampoo,S01B
1140880146,erythromycin+zinc acetate 40mg/12mg/ml topical solution,D10A
1140879942,dithranol,D05A
1140878068,mydrilate 0.5% eye drops,S01F
1140876522,crotamiton,D07A
1140875444,dantrium 25mg capsule,M03C
1140874402,paludrine 100mg tablet,P01B
1140874396,primaquine,P01B
1140873648,zithromax 250mg capsule,J01F
1140873484,minocin 100mg tablet,J01A
1140872748,ampicillin,J01C
1140872556,tetrabenazine,N07X
1140871614,tiaprofenic acid,M01A
1140870982,rocaltrol 250nanograms capsule,A11C
1140870574,calcium resonium powder,V03A
1140870248,buserelin,L02A
1140870170,nolvadex 10mg tablet,L02B
1140869832,fluorouracil 5% cream,L01B
1140868770,disodium etidronate,M05B
1140868040,phentermine,A08A
1140867208,perphenazine,N05A
1140866782,beta-prograne 160mg m/r capsule,C07A
1140866426,amiloride hydrochloride+bumetanide 5mg/1mg tablet,C03D
1140866282,burinex 1mg tablet,C03C
1140865632,cytotec 200mcg tablet,G02A
1140863096,haymine m/r tablet,R01A
1140862640,tavegil 1mg tablet,R06A
1140860878,staril 10mg tablet,C09A
1140858096,phenylpropanolamine hydrochloride,R01B
1141200446,mycophenolic acid 180mg gastro-resistant tablet,L04A
1141192822,nizoral anti-dandruff 20mg/ml shampoo,D01A
1141192776,adefovir,J05A
1141186960,pimecrolimus,D11A
1141185076,diphenhydramine hydrochloride 6.25mg/5ml syrup,R06A
1141184376,ranitil 150mg tablet,A02B
1141182086,sodium feredetate,B03A
1141180566,valganciclovir,J05A
1141179822,ethinylestradiol+drospirenone 30micrograms/3mg tablet,G03C
1141179768,viread 245mg tablet,J05A
1141175212,trileptal 150 tablet,N03A
1141170770,eucerin 10% lotion,D02A
1141166304,arava 20mg tablet,L04A
1141164874,nurofen gel,M01A
1141164746,dexketoprofen,M02A
1141153480,zamadol sr 200mg m/r capsule,N02A
1141153388,ventmax sr 4mg m/r capsule,R03A
1141151982,edronax 4mg tablet,N06A
1141145782,deflazacort,H02A
1140928656,advil 200mg tablet,M01A
1140916362,cozaar half strength 25mg tablet,C09D
1140911060,quinagolide,G02C
1140910518,t3 - liothyronine,H03A
1140910058,neutrogena dermatological cream,S01B
1140909802,levomepromazine,N05A
1140888672,inositol nicotinate,C04A
1140888636,interferon alfa-2b,L03A
1140888582,bethanidine,C02C
1140884646,modrasone 0.05% cream,S01B
1140884016,topical erythromycin,D10A
1140883510,benzhexol,N04A
1140882244,molipaxin 50mg capsule,N06A
1140879844,phenylephrine,S01G
1140878674,trosyl cream,D01A
1140878564,isotrex gel,D10A
1140877632,calciferol 250micrograms tablet,A11C
1140876452,dermacort cream,D07A
1140876432,urea+lactic acid 10/5% cream,D02A
1140875508,neostigmine,N07A
1140875490,probenecid,M04A
1140875478,zyloric 300mg tablet,M04A
1140874868,neo-mercazole 5mg tablet,H03B
1140873712,erythroped a 500mg tablet,D10A
1140873488,minocin mr 100mg m/r capsule,J01A
1140872542,kemadrin 5mg tablet,N04A
1140871730,mst continus 15mg m/r tablet,N02A
1140871276,flamrase 25mg e/c tablet,M01A
1140870914,nicotinamide product,A11H
1140870842,zincomed 220mg capsule,A12C
1140870476,sytron 190mg/5ml elixir,B03A
1140869058,canesten 1 pessary,D01A
1140868144,zofran 4mg tablet,A04A
1140866726,sectral 100mg capsule,C07A
1140866576,rythmodan 100mg capsule,C01B
1140866422,amiloride hcl+cyclopenthiazide 2.5mg/250micrograms tablet,C03D
1140865946,nutrizym 10 e/c granules in capsule,A09A
1140864962,fenoterol+ipratropium 100micrograms/40micrograms inhaler,R03A
1140864860,nu-seals aspirin 75mg e/c tablet,N02B
1140861326,hexopal 500mg tablet,C04A
1140860848,nitro-dur 2.5mg/24hours transdermal patch,C01D
1140860658,doralese tiltab 20mg tablet,C02C
1140860478,aldomet 125mg tablet,C02A
1140860426,atenolol+nifedipine 50mg/20mg m/r capsule,C07A
1140857750,somatropin 12iu injection,H01A
1140855508,bronchilator inhaler,R03C
1140854816,fluocinonide,D07A
1140853854,gentamicin+hydrocortisone acetate 0.3%/1% ear drops,J01G
1141201250,inspra 25mg tablet,C03D
1141193316,femtab sequi tablet,G03C
1141191184,nylax with senna 7.5mg tablet,A06A
1141190482,fluconazole 150mg capsule + clotrimazole 2% cream,D01A
1141186892,tamiflu 75mg capsule,J05A
1141186674,bosentan,C02K
1141182794,desogestrel product,G03A
1141182732,memantine hydrochloride,N06D
1141182610,fluocinolone acetonide+clioquinol 0.025%/3% cream,D07A
1141182596,voriconazole,J02A
1141177836,ibuleve maximum strength 10% gel,M01A
1141175978,benadryl skin allergy relief cream,R06A
1141175914,bactroban 2% cream,D06A
1141175274,candiden 1% cream,D01A
1141173034,xeloda 150mg tablet,L01B
1141167490,somatuline la 30mg injection (pdr)+diluent+syringe,H01C
1141166354,testoderm 6mg/24hours transdermal patch,G03B
1141165858,ziagen 300mg tablet,J05A
1141164248,subutex 8mg sublingual tablet,N07B
1141162668,levofloxacin,J01M
1141157490,indoramin product,C02C
1141157368,fluconazole product,D01A
1141157288,propylthiouracil product,H03B
1141157166,misoprostol product,G02A
1141152990,zomorph 60mg m/r capsule,N02A
1141149110,cuprofen 5% gel,M01A
1141146404,diclotard 75 m/r tablet,M01A
1141146324,adapalene,D10A
1140928844,clotam 200mg capsule,M01A
1140925852,sodium phosphate,A06A
1140917096,andrews liver salts powder,A06A
1140911572,eye-crom aqueous eye drops,R03A
1140910484,cortisol product,D07A
1140909952,fludroxycortide,D07A
1140909798,clomethiazole,N05C
1140909770,acenocoumarol,B01A
1140881504,diocalm dual action tablet,A07D
1140879906,coal tar+salicylic acid ointment bp,S01B
1140879460,granisetron,A04A
1140878412,psoriderm cream,S01B
1140876454,hc45 cream,D07A
1140875768,fluorometholone+neomycin sulphate 0.1/0.5% eye drops,S01B
1140875282,emflex 60mg capsule,M01A
1140874242,fungilin 100mg tablet,J02A
1140873328,keflex 250mg tablet,J01D
1140871724,oramorph sr 100mg m/r tablet,N02A
1140870600,epoetin alfa,B03X
1140870294,feospan 150mg spansule,B03A
1140869952,cyclosporin product,S01X
1140869482,urispas 200mg tablet,G04B
1140869368,microval tablet,G03A
1140868824,ddavp 100micrograms tablet,H01B
1140867210,fentazin 2mg tablet,N05A
1140867134,pericyazine,N05A
1140866758,vasaten 50mg tablet,C07A
1140866446,neo-naclex k m/r tablet,C03A
1140866136,neo-naclex 5mg tablet,C03A
1140865998,destolit 150mg tablet,A05A
1140865838,predsol 5mg suppository,R01A
1140863112,dalmane 15mg capsule,N05C
1140862672,zaditen 1mg tablet,R06A
1140861808,disprin cv 100mg m/r tablet,N02B
1140861404,trental 400mg m/r tablet,C04A
1140860942,transiderm-nitro 5mg/24hours transdermal patch,C01D
1140860938,deponit 5mg/24hours transdermal patch,C01D
1140860492,emcor 10mg tablet,C07A
1140860274,lopresor 50mg tablet,C07F
1140858358,galfer 290mg capsule,B03A
1140855748,benylin decongestant syrup,R06A
1141200576,lemsip max sinus all night decongestant 0.05% nasal spray,N02B
1141192990,morphgesic sr 10mg m/r tablet,N02A
1141192782,hepsera 10mg tablet,J05A
1141192364,carmil xl 60mg m/r tablet,C01D
1141192344,cyproterone acetate+ethinylestradiol,G03H
1141190802,nutropinaq 10mg(30iu)/2ml injection cartridge,H01A
1141190736,faslodex 50mg/ml solution for injection 5ml p/f syringe,L02B
1141189040,brolene cool eyes eye drops,S01K
1141188794,teriparatide,H05A
1141188762,benzoyl peroxide+clindamycin,D10A
1141188526,niquitin cq 4mg mint lozenge,N07B
1141187774,vera-til sr 120mg m/r tablet,C08D
1141186178,epivir 300mg tablet,J05A
1141185188,miacalcic 200iu nasal spray,H05B
1141183482,dominion pharma hayfever eye drops,R03A
1141180094,rapamune 1mg tablet,S01X
1141176640,daktarin gold 2% cream,D01A
1141173918,kaletra 400mg/100mg/5ml oral solution,J05A
1141172702,abacavir+lamivudine+zidovudine,J05A
1141172484,interferon alfa,L03A
1141170682,isodur 25xl m/r capsule,C01D
1141168788,folicare 400micrograms/5ml s/f oral solution,B03B
1141168668,novonorm 0.5mg tablet,A10B
1141168436,tiagabine,N03A
1141167700,exelon 1.5mg capsule,N06D
1141165546,rebif 12million iu/0.5ml prefilled syringe,L03A
1141164254,fenbid forte 10% gel,M01A
1141164246,subutex 2mg sublingual tablet,N07B
1141164182,temozolomide,L01A
1141163032,calcort 1mg tablet,H02A
1141157182,pancreatin product,A09A
1141153426,zamadol sr 150mg m/r capsule,N02A
1141152130,flucloxin 250mg capsule,J01C
1141150596,avonex 6million iu injection (pdr for recon)+solvent,L03A
1140928146,epivir 150mg tablet,J05A
1140928014,rilutek 50mg tablet,N07X
1140927928,pilogel 4% eye gel,S01E
1140927804,adult's decongestant 0.1% nasal drops,R05C
1140923708,foradil 12micrograms inhalation capsules+inhaler,R03A
1140923472,anabact 0.75% gel,P01A
1140910866,carnitine products,A16A
1140910810,salazosulfapyridine,A07E
1140910608,methyl tyrosine,V09I
1140909922,gnrh - gonadotrophin-releasing hormone product,G03G
1140909776,etamsylate,B02B
1140888714,optimax 500mg tablet,N06A
1140888596,preparation h ointment,N01B
1140888470,mexiletine,C01B
1140888358,inositol product,A11H
1140888124,uniroid ointment,D07A
1140884638,clomiphene,G03G
1140884338,pentamidine,P01C
1140884136,topical miconazole,D01A
1140884070,genticin 0.3% eye/ear drops,J01G
1140883594,glycopyrronium,A03C
1140883048,aureocort cream,R03B
1140882732,dioderm cream,D07A
1140882190,aspirin+glycine 500mg/133mg dispersible tablet,N02B
1140882028,sominex 20mg tablet,R06A
1140880256,coal tar extract 2% shampoo,S01B
1140880102,dithranol 0.2% ointment bp,D05A
1140879556,mianserin,N06A
1140879052,mycil ointment,D01A
1140878780,driclor roll-on application,D10A
1140878778,anhydrol forte roll-on solution,D10A
1140877960,heparinoid+salicylic acid 0.2%/2% gel,C05B
1140876526,crotamiton 10% cream,D07A
1140876024,paraffin-yellow soft,A06A
1140874844,tertroxin 20mcg tablet,H03A
1140874454,zidovudine,J05A
1140874338,nizoral 200mg tablet,D01A
1140874318,griseofulvin,D01B
1140873956,sulphadiazine,D06B
1140873020,cefaclor,J01D
1140872450,disipal 50mg tablet,N04A
1140872186,phenobarbitone product,N03A
1140871654,phenylbutazone product,M02A
1140870926,benadon 20mg tablet,A11H
1140870176,tamofen 10mg tablet,L02B
1140869594,chlorambucil,L01A
1140868714,clomid 50mg tablet,G03G
1140868590,cyclogest 200mg suppository,G03D
1140867852,nardil 15mg tablet,N06A
1140867398,fluphenazine decanoate,N05A
1140867306,dolmatil 200mg tablet,N05A
1140866666,mexitil 50mg capsule,C01B
1140866244,aldactone 25mg tablet,C03D
1140865744,bran,A06A
1140865192,alu-cap capsule,A02A
1140864712,ciloxan 0.3% eye drops,J01R
1140862734,primalan 5mg tablet,R06A
1140862650,periactin 4mg tablet,R06A
1140861858,lopid 300 capsule,C10A
1140861190,isradipine,C08C
1140860706,carace 2.5mg tablet,C09B
1140860534,loniten 2.5mg tablet,C02D
1140860454,catapres 100mcg tablet,C02L
1140860340,timolol maleate+bendrofluazide 10mg/2.5mg tablet,S01E
1140860266,betaloc 50mg tablet,C07F
1140856772,mezlocillin,J01C
1140856568,acetazolamide [ep] 250mg tablets,S01E
1140856242,panadol 500mg soluble tablet,N02B
1140855504,bricanyl compound tablet,R03C
1140855376,aerolin-400 100micrograms inhaler,R03A
1141200040,zocor heart-pro 10mg tablet,C10B
1141193888,hayleve 4mg tablet,R06A
1141192992,morphgesic sr 30mg m/r tablet,N02A
1141192820,nizoral dandruff 20mg/ml shampoo,D01A
1141192774,zenoxone 1% aqueous cream,D07A
1141192064,trangina xl 60mg m/r tablet,C01D
1141191028,econac sr 75mg tablet,M01A
1141190570,reyataz 150mg capsule,J05A
1141189132,levodopa+careldopa+entacapone,N04B
1141186226,cetirocol 10mg tablet,R06A
1141182708,ipocol 400mg e/c tablet,A07E
1141179820,drospirenone,G03A
1141179760,zindaclin 1% gel,D10A
1141177658,menopur 75iu injection (pdr for recon)+solvent,G03G
1141172714,climanor 5mg tablet,G03A
1141172616,glatiramer,L03A
1141171410,sonata 5mg capsule,N05C
1141170972,oxynorm 5mg/5ml liquid,N02A
1141170768,urea 10% lotion,D02A
1141168822,clarithromy tab+lansoprazole cap+amoxy cap 500/30/500mg pack,A02B
1141166508,ranitic 150mg tablet,A02B
1141165560,otraspray adult formula 0.1% nasal spray,R06A
1141165530,sustiva 200mg capsule,J05A
1141164154,tanatril 5mg tablet,C09A
1141157344,amoxycillin product,J01C
1141152772,ursogal 150mg tablet,A05A
1141152520,zidoval 0.75% vaginal gel,P01A
1141152236,tazarotene,D05A
1141151376,sleepia 50mg capsule,R06A
1141146728,altacite 500mg tablet,A02A
1141146422,urea+lauromacrogols 5%/3% cream,D02A
1141146400,flexotard 100mg m/r tablet,M01A
1140926920,sporanox-pulse 100mg capsule,J02A
1140923026,glucagen kit 1mg(1iu) injection,H04A
1140922698,canesten combi pessary+cream,D01A
1140922638,zydol sr 150mg m/r tablet,N02A
1140912250,sytron 27.5mg/5ml elixir,B03A
1140912210,polyfax ointment,J01X
1140910406,prostaglandin e2 product,B01A
1140884460,diamorphine,N04B
1140884204,econazole,D01A
1140884192,multilind ointment,G01A
1140883820,clinitar 2.5% gel,S01B
1140883584,cyproheptadine,R06A
1140882934,terra-cortril ointment,D07A
1140882806,clobetasone butyrate+oxytetracycline+nystatin,S01B
1140882530,cicatrin cream,D07A
1140882262,panadol extra soluble tablet,N02B
1140881726,cordarone 200mg tablet,C01B
1140880008,ichthammol,B05X
1140879776,orciprenaline,R03C
1140879684,diethylpropion,A08A
1140879402,cimetidine+alginate,A02B
1140878450,dithrocream 2% cream,D05A
1140878368,phytex paint,S01B
1140878348,alphosyl lotion,S01B
1140878064,minims cyclopentolate 0.5% single-use eye drops,S01F
1140877992,propine eye drops,S01E
1140876806,sodium bicarbonate 2% preservative-free eye drops,B05X
1140876344,benzalkonium chloride+dimethicone 350 0.1/22% cream,R02A
1140876188,tyrozets lozenge,R02A
1140875934,apraclonidine,S01E
1140875746,exocin 0.3% eye drops,J01M
1140875350,mobiflex 20mg tablet,M01A
1140875302,sodium aurothiomalate,M01C
1140874936,deltacortril enteric 2.5mg e/c tablet,S01B
1140874706,chlorpropamide,A10B
1140874034,flagyl 400mg tablet,P01A
1140873768,teicoplanin,J01X
1140873574,gentamicin,J01G
1140873416,cefixime,J01D
1140873368,sustamycin 250mg m/r capsule,D06A
1140873324,keflex 250mg capsule,J01D
1140872596,floxapen 250mg capsule,J01C
1140872268,orlept 200mg e/c tablet,N03A
1140870274,flutamide,L02B
1140870260,cyprostat 50mg tablet,G03H
1140869480,urispas 100mg tablet,G04B
1140869460,ubretid 5mg tablet,R03B
1140868646,humatrope(rbe) 4iu(1.3mg) injection (pdr for recon)+diluent,H01A
1140868584,primolut-n 5mg tablet,G03A
1140868526,mesterolone,G03B
1140868336,synflex 275mg tablet,M01A
1140868112,nabilone,A04A
1140867218,pimozide,N05A
1140867078,benperidol,N05A
1140866438,burinex k m/r tablet,C03C
1140866144,chlorthalidone,C03B
1140866058,medigoxin,C01A
1140866034,pancrex v powder,A09A
1140865260,sodium chloride 0.9% topical solution,B05X
1140864956,subcutaneous heparin,B01A
1140863318,bromazepam,N05B
1140863256,tropium 5mg tablet,N05B
1140862996,sudafed 30mg/5ml elixir,R06A
1140862832,triludan 60mg tablet,R06A
1140862406,filair 50 inhaler,R01A
1140862362,duovent inhaler,R03A
1140860892,vascace 250micrograms tablet,C09A
1140860404,metoprolol tartrate+hydrochlorothiazide 100mg/12.5mg tablet,C07F
1140860362,sotacor 80mg tablet,C07A
1140857278,amodiaquine,P01B
1140855760,bisolvon 8mg tablet,R05C
1140855722,phenergan comp expect linctus,R06A
1140851960,dicynene 250mg tablet,B02B
1140851880,dextrothyroxine sodium,C10A
2018602634,vigabatrin,N03A
1141201792,zaponex 25mg tablet,N05A
1141201130,efalizumab,L04A
1141200438,imatinib 100mg tablet,L01X
1141200354,fosamprenavir 700mg tablet,J05A
1141200096,vaniqa 11.5% cream 30g,P01C
1141199446,atomoxetine,N06B
1141194808,timolol maleate+bendroflumethiazide 10mg/2.5mg tablet,S01E
1141193142,gamolenic acid 20% cream,D11A
1141192946,pennsaid 16mg/ml cutaneous solution,M01A
1141190734,fulvestrant,L02B
1141190560,atazanavir 150mg capsule,J05A
1141190558,atazanavir 200mg capsule,J05A
1141190530,non-drowsy sudafed decongestant elixir 30mg/5ml oral liquid,R06A
1141188920,keloc sr 5mg m/r tablet,C08C
1141187280,acea 0.75% gel,P01A
1141183960,tiloket 2.5% gel,M01A
1141181554,clioquinol+flumetasone pivalate 1%/0.02% ear drops,P01A
1141181506,pegasys 180micrograms/0.5ml injection prefilled syringe,L03A
1141181240,ethinylestradiol+levonorgestrel 30mcg/150mcg tablet,G03C
1141181124,etynodiol diacetate,G03D
1141181020,ciclosporin product,S01X
1141180944,clomifene,G03G
1141179948,glycopyrrolate,A03A
1141179924,lamisil at 1% spray,D01B
1141179874,concerta xl 18mg m/r tablet,N06B
1141174262,otrivine mu-cron tablet,R06A
1141173186,pollenase antihistamine 4mg tablet,R06A
1141169714,zotepine,N05A
1141168398,xepin 5% cream,N06A
1141168372,zithromax 500mg tablet,J01F
1141168324,oestradiol+norethisterone acetate 1mg/0.5mg tablet,G03C
1141166768,lamivudine+zidovudine,J05A
1141166192,zeffix 100mg tablet,J05A
1141165526,sustiva 50mg capsule,J05A
1141165514,rebetol 200mg capsule,J05A
1141164266,emadine 0.05% eye drops,S01G
1141164260,emedastine,S01G
1141164044,isosorbide mononitrate+aspirin,C01D
1141157404,ethinyloestradiol product,G03C
1141157338,disulfiram product,P03A
1141157186,disopyramide product,C01B
1141157136,dilcardia sr 60mg m/r capsule,C08D
1141153422,zamadol sr 50mg m/r capsule,N02A
1141152896,tolcapone,N04B
1141152242,zorac 0.05% aqueous gel,D05A
1141152198,crinone 4% vaginal gel,G03D
1141146128,atenolol+co-amilozide,C07A
1141146124,atenolol+chlorthalidone,C07A
1140928242,proctocream hc cream,D07A
1140928074,zonivent aquanasal 50micrograms spray,R01A
1140926852,nazo-mist 0.1% nasal spray,R06A
1140923792,interferon beta-1b,L03A
1140922658,ranitidine bismuth citrate,A02B
1140921100,triptorelin,L02A
1140917460,nefazodone,N06A
1140917212,tenkorex 250mg capsule,J01D
1140916262,atovaquone,P01A
1140910658,bicarb,B05X
1140910632,eptastatin,C10A
1140910600,aminosalicylic acid,J04A
1140909886,vitamin k1,B02B
1140909858,dextrose product,V06D
1140909772,acetylsalicylic acid,N02B
1140909728,gold sodium thiomalate,M01C
1140888836,heroin,N07B
1140888684,diazoxide,V03A
1140888658,ergotamine,N02C
1140888478,procainamide,C01B
1140888204,dalteparin,B01A
1140888166,ultralanum cream,D07A
1140884726,nandrolone,S01X
1140883590,dicyclomine,A03A
1140883074,micolette micro-enema,B05C
1140882764,betamethasone+clioquinol,S01B
1140882310,gamanil 70mg tablet,N06A
1140882226,gastromax 30mg m/r capsule,A03F
1140882114,kaolin+morphine,A07B
1140881712,renitec 5mg tablet,C09B
1140881536,diocalm ultra 2mg capsule,A07D
1140879934,coal tar extract+hydrocortisone 3%/0.25% cream,D07A
1140879894,hydrocal 1% cream,S01B
1140879808,isoprenaline,R03C
1140879768,bambuterol,R03C
1140879422,pirenzepine,A02B
1140878592,canesten 1% dusting powder,D01A
1140878534,canesten 1% spray,D01A
1140878532,canesten 1% solution,D01A
1140878516,pentrax shampoo,S01B
1140878476,panoxyl 10 aquagel,D10A
1140878474,panoxyl 5 aquagel,D10A
1140878448,dithrocream hp 1% cream,D05A
1140878446,dithrocream forte 0.5% cream,D05A
1140878338,anthisan cream,R02A
1140878264,eczederm cream,D07A
1140878034,voltarol ophtha 0.1% single-use eye drops,M01A
1140876490,emmolate bath oil,A06A
1140876456,kerfoot hydrocortisone cream,D07A
1140875752,antazoline sulphate+xylometazoline hcl 0.5/0.05% eye drops,R06A
1140875658,polyfax eye ointment,J01X
1140875496,sulphinpyrazone,M04A
1140875422,lioresal 10mg tablet,M03B
1140875306,myocrisin 20mg/0.5ml injection,M01C
1140875304,myocrisin 10mg/0.5ml injection,M01C
1140874978,medrone 2mg tablet,D07A
1140874792,betnelan 500mcg tablet,S01B
1140874460,retrovir 250mg capsule,J05A
1140874456,retrovir 100mg capsule,J05A
1140874406,pyrimethamine,P01B
1140874280,diflucan 150mg capsule,D01A
1140874278,diflucan 50mg capsule,D01A
1140874046,vaginyl 200mg tablet,P01A
1140873908,cycloserine,J04A
1140873536,tobramycin,R01A
1140873260,velosef 250mg capsule,J01D
1140872568,nimodipine,C08C
1140872284,sabril 500mg tablet,N03A
1140871990,deseril 1mg tablet,N02C
1140871836,physeptone 5mg tablet,N02A
1140871796,mst continus 20mg/sachet granules for suspension,N02A
1140871708,mst continus 200mg m/r tablet,N02A
1140871578,larapam 10mg capsule,M02A
1140871226,fenoprofen,M01A
1140871012,potaba 500mg tablet,D11A
1140871008,potassium aminobenzoate,R02A
